country,description,points,price,province,region_1,variety,winery
US,"Composed mainly of Sémillon, with some Sauvignon Blanc blended in, this is a nice wine for drinking now. It's full-bodied and tastes dryish to semi-sweet, with apricot, peach and citrus fruit flavors.",87,18.0,California,Knights Valley,Meritage,Ehret
Spain,"Unlike TG's Abadía de San Campio Albariño, this wine also features Loureira and Caiño Blanco, and it's more interesting in the long run. Aromas of mango and pineapple are sweet and pungent, while the palate is round, leesy and plump, with green melon, apple, vanilla and creamy notes. Fleshy on the finish, but with good acidity. Will accompany shellfish of all sorts.",90,24.0,Galicia,Rías Baixas,White Blend,Terras Gauda
US,"This is a dazzling Pinot Noir, so gorgeous to drink for its rich, complex deliciousness. Yet appealing as it is now, there are multiple subtleties waiting to be discovered, and the wine has a fine future. Like all of Marimar's Pinots, it's a big wine—rich and extracted and dense in weight. The flavors veer towards ripe pomegranates, black cherries and sweet licorice, with hints of dark chocolate, orange peel and even the umami of charcuterie. Despite the weight, it magically remains lithe, like a ballerina leaping into the air. Drink now–2019, as it gradually ages.",95,44.0,California,Sonoma Coast,Pinot Noir,Marimar Estate
France,"Dense and opulent, this is a fine, ripe wine. There is great weight here, along with flavors of nutmeg and white peach. Acidity and a firm, youthful texture all promise aging. Drink this wine from 2017.",94,65.0,Bordeaux,Sauternes,Bordeaux-style White Blend,Château Lafaurie-Peyraguey
US,"A beautiful Chardonnay, solidly in the Gainey style of balance and integrity, but also showing the cool climate terroir of its origins as well as the excellence of the vintage. The result is this crisp, richly oaked but balanced young wine. It brims with tropical fruits and spices.",92,25.0,California,Sta. Rita Hills,Chardonnay,Gainey
US,"Coppola turns to a respected grape source for Pinot, and what do you know? This is his best ever. It's a lovely wine, supple and bright, with cherry, pomegranate and spicy persimmon flavors. The 50% new oak is perfectly integrated into the wine's power.",91,35.0,California,Russian River Valley,Pinot Noir,Francis Coppola
US,"Drinks a little hot and overripe, with raisiny flavors, but at least it's fully dry. If these big, ripe, extracted Sierra Foothills Zins are your thing, you'll love it.",84,26.0,California,Fiddletown,Zinfandel,Martella
Italy,"Made with ripe Nero d'Avola grapes, this inky red wine offers density, richness and milky aromas of chocolate, blueberry and creamy berry. There's a touch of bitter spice on the close and the wine tastes chewy and soft.",89,24.0,Sicily & Sardinia,Sicilia,Nero d'Avola,Viticultori Associati Canicatti
France,"Considerable toasted wood flavors show from both the aroma and the initial taste. The fruit is lean, without the weight needed for balance. It's likely to remain an austere wine.",84,18.0,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Lousteauneuf
Australia,"Like many McLaren Vale Shirazes, this one seems to fall somewhere between the full-blown Barossa style and the herb- and spice-driven styles of cooler climates. There's a minty edge to the blackberry fruit, espresso notes similar to those found in the northern Rhône, and firm tannins on the finish. Try after 2008.",89,21.0,South Australia,McLaren Vale,Shiraz,Wayne Thomas
Spain,"Tobacco, spice and cranberry aromas mix with nutty leather and sweat. This is a tangy, choppy wine with more tomato and citrus flavor than ripe berry fruit. So even for fans of classic Rioja this will seem light, lean and leathery.",82,9.0,Northern Spain,Rioja,Tempranillo Blend,J. Garcia Carrion
US,"This fascinating wine is bone dry and tart in acids, with citrus, melon, fig and gooseberry flavors that finish with a rich spiciness. Be careful not to chill it too much. You might even want to decant it for a while before refrigerating. It gets better as it breathes in the glass.",90,28.0,California,Napa,Sauvignon Blanc,Spring Mountain Vineyard
US,"This is pretty tasty in cherries, cola and licorice, with a nice, silky texture. It's a polished wine that finishes dry and spicy, with a sweet oak note on the finish. A little one dimensional, but it could develop bottle complexity over the next 6–7 years.",89,35.0,California,Russian River Valley,Pinot Noir,Windsor Oaks
US,"This rare single-vineyard, single-varietal offering of Petit Verdot has brooding aromas of high-toned flowers, fresh herbs, cherry and coffee. It's full bodied but doesn't overwhelm with its brawny, well-integrated tannins, reserved fruit flavors, bright acid and long finish.",93,55.0,Washington,Columbia Valley (WA),Petit Verdot,Rasa
France,"This velvet-textured wine, smooth and soft, has power and density, but all the edges have already smoothed away, leaving sweet hedgerow berries, dark chocolate and mint.",89,24.0,Bordeaux,Margaux,Bordeaux-style Red Blend,Château Palmer
France,"This grand cru selection seems to have a bit of everything. Essences of mint, honeydew and apricot are perfectly integrated with flavors of apple, citrus and honey, creating a broad mouthfeel that's coating without being too heavy. A crisp clean finish cuts through the heft to prevent it from falling flat.",88,30.0,Alsace,Alsace,Riesling,Domaine Ehrhart
Australia,"Shows the warmth of the vintage in its slightly elevated alcohol levels and flavors of brandied black cherries. It's big, a bit bulky and lacking elegance, but still a chunky, flavorful mouthful of Shiraz. As predicted in our last review of this wine (8/1/05), it should drink well through 2010.",90,75.0,South Australia,Barossa,Shiraz,Peter Lehmann
Australia,"There's a slightly charry, roasted or asphalt top note to this wine's aromas, but the wine's flavors are an intriguing mix of cola, rhubarb and red berries, ending with mouthwatering raspberries coming to the fore. It's a full-bodied, creamy-textured wine that should be enjoyed over the next few years.",89,17.0,South Australia,Clare Valley,Shiraz,Wakefield Estate
US,"Properly varietal, dry and smoothly tannic, this has a ripe, rich blackberry-jam flavor, with a healthy overlay of sweet, smoky oak. It's a fine wine for drinking now.",86,28.0,California,Napa Valley,Cabernet Sauvignon,Hess
France,"While it is rich and powerful, this wine also has a great presence of fresh fruits, lifted by red cherries and acidity. The texture offers red apple skins and some tight tannins.",90,24.0,Provence,Bandol,Rosé,Domaine de l'Hermitage
US,"A sinewy wine that begins with ginger, lemon curd and white peach that give way to a slightly watery palate with a silky texture and good acidity to balance the substantial residual sugar. The short-to-medium finish ends on a candied ginger note. Drink now.",86,15.0,New York,Finger Lakes,Riesling,Bellangelo
US,"Pure, sappy wine juice is the impression this wine leaves. Although it's a 2010, it is so fresh and tangy it might have come straight from the tank. Pomegranate and raspberry are the fruit highlights, with hints of pepper and herb.",88,30.0,Washington,Yakima Valley,Cabernet Franc,J Bell Cellars
Italy,"Oak aging (with 25% new French barrel) has helped shape sweet aromas of vanilla and exotic spice backed by loads of cherry and ripe forest berry. Characteristic aromas of violets, wet earth and graphite appear at the back and the wine is firm, thick and smooth on the close. Consider long cellar aging: 10 years or more.",93,55.0,Piedmont,Barbaresco,Nebbiolo,Sottimano
US,"Good, bright, spicy fruit, with fine balance and a silky, extended finish. There's lovely concentration in the back end, suggesting blackberries and loganberries and plenty of toast.",89,26.0,California,Sonoma County,Zinfandel,Seghesio
Argentina,"Dusty, earthy and herbal defines the nose on this minty Cab. There are also whiffs of animal and pickle on the bouquet. This feels raw and tight, with crisp acids and peppery, lightly herbal flavors of plum and berry. A minty, dry finish is slightly harsh.",83,13.0,Mendoza Province,Mendoza,Cabernet Sauvignon,Tamarí
US,"Pretty basic Cabernet despite the fancy title. Shows tart flavors of blackberries, mint and chocolate.",83,15.0,California,Sonoma County,Cabernet Sauvignon,Parkers Estate
US,"Gorgeous, opulent, intense, a really impressive Cabernet right out of the bottle. Feels softly tannic and very dry, with enormously complex flavors of blackberries and cassis, cola, violets, minerals, cedar and unnameable tastes from the earth. A wine to savor now and cellar for a decade.",95,80.0,California,Napa Valley,Cabernet Sauvignon,Kuleto Estate
Spain,"Concentrated aromas of earthy black fruits and cola come with a slight burn. The aggressive, full-force palate feels grating and gritty but tastes good and smoky, with cherry and berry fruit topped off with oak and mint. It's a bit high in acid, which creates a tangy sensation on the finish.",87,16.0,Levante,Alicante,Monastrell,Volver
Italy,"An odd black currant candy flavor totally dominated this wine both on the nose and palate. It seemed in balance, but the sweet cassis quality overwhelmed the wine.",84,43.0,Piedmont,Barbaresco,Nebbiolo,Marchesi di Barolo
France,The Jaume family's négociant business is thriving because of wines like this that faithfully represent their terroirs while offering solid value. This raspberry- and garrigue-scented wine features ample weight framed by supple tannins that firm up on the finish. Drink now–2018.,89,27.0,Rhône Valley,Rasteau,Rhône-style Red Blend,Alain Jaume et Fils
US,"Big in flavor, with blackcurrant, cherry pie and cocoa flavors that finish with a bit of raisiny Port. Yet the wine is fully dry, and appeals for its classically elegant tannic structure. Drink now.",87,42.0,California,Dry Creek Valley,Zinfandel,Big Fish
Argentina,"Light-bodied and more in line with traditional, quaffable Torrontès, this one offers a whiff of orange blossom and lemon in front of melon, kiwi and lime flavors. Good in texture, as it doesn't try to do too much. Imported by Southern Wine Group.",85,10.0,Other,La Rioja,Torrontés,La Yunta
Italy,"Here's a fresh and cheerful Sangiovese-based wine that shows bright berry tones and soft spice nuances. It proves a very food-friendly wine that would pair with pasta, light meat dishes or rolled pork roast.",89,20.0,Tuscany,Maremma,Red Blend,Mazzei
US,"Just the kind of Sauvignon Blanc the valley produces so well. It's flavorful in citrus fruits, peaches, golden mangoes and honey, yet balanced with racy acidity. The dry, crisp finish makes it an ideal cocktail sipper.",90,20.0,California,Russian River Valley,Sauvignon Blanc,Longboard
US,"A simple, sugary wine, with candied berry, anise and cocoa flavors, wrapped into soft tannins.",84,19.0,California,Napa Valley,Zinfandel,Buehler
US,"You might want to give this young Zin a year or two in the cellar. Right now, it's forward and jammy in berry, cherry, chocolate and spice flavors, and feels a bit heavy and soft. The vineyard interestingly faces west, toward the hottest afternoon sun.",90,34.0,California,Dry Creek Valley,Zinfandel,Dry Creek Vineyard
US,"A compact wine, with more than a trace of sweaty saddle, along with red currant, herbs and spice. Depending upon your liking for barnyard notes, this could warrant a higher score.",87,23.0,Washington,Columbia Valley (WA),Cabernet Sauvignon,Snoqualmie
US,"A bit heavy on the oak, with vanilla, caramel and buttered toast aromas and flavors. But the pineapple and apple fruit is nice and ripe, and the finish is rich in spicy honey.",87,29.0,California,Russian River Valley,Chardonnay,In Re
Australia,"Full bodied and supple, this is one of the more opulent and open of d'Arenberg's array of single-vineyard wines. Notes of vanilla, maple syrup and bramble berries mark the nose, while the flavors add cassis and tobacco elements. It's a pretty, fleshy wine for drinking now–2020, although it may age well even past that.",91,85.0,South Australia,McLaren Vale,Shiraz,D'Arenberg
Italy,"Beautiful and elegant, this has golden highlights, offering intense aromas of honey, toasted almond, pine nut and candied fruit. The finish is sweet and long, with a touch of crispness.",91,38.0,Tuscany,Vin Santo del Chianti,Sangiovese,Il Borro
US,"When first opened, despite significant bottle age, it's a bit stubborn, tannic, hard, and showing some heat, iron, black olive, and earth. But with aggressive decanting (several hours at least) it begins to flesh out, opens up, and loses its alcoholic edge.",90,58.0,Washington,Yakima Valley,Red Blend,Brian Carter Cellars
Italy,"From Cantina di Soave's highest line of white wine, Rocca Sveva Soave Classico is a bright and luminous expression with vibrant tones of citrus, pear and dried sage.",87,15.0,Veneto,Soave Classico,Garganega,Cantina di Soave
US,"This is a very rich Chardonnay, almost too elaborated and overworked. It's tremendous in oak-infused fruit, with dominating buttered toast, crème brûlée and pineapple pie flavors. Very crisp coastal acidity provides a pleasant balance of tartness. Drink now.",89,40.0,California,Santa Maria Valley,Chardonnay,La Fenêtre
France,The wine has bold fruit and ripe tannins. There is still a strong flavor from the wood aging although this should integrate. The fruit is the dominant character of this red-berry flavored wine. Drink from 2021.,89,49.0,Bordeaux,Pomerol,Bordeaux-style Red Blend,Château Plince
Italy,Here's a wine that would pair beautifully with rosemary-marinated lamb or succulent pork tenderloin. It offers balanced aromas of fresh berry fruit versus oak-driven spice and ends with plush tannins and a silky mouthfeel.,88,24.0,Tuscany,Brunello di Montalcino,Sangiovese Grosso,Fossacolle
US,"A dry, tannicly dessicated wine largely lacking in fruit. Tastes of alcohol and pepper, with just a sprinkle of blackberry juice.",81,40.0,California,Temecula Valley,Syrah,Stuart Cellars
Spain,"This aromatic Priorat is 72% Carignan and the rest Garnacha. Aromas of floral bath soap, cinnamon and cedar accent plum and berry scents. In the mouth, this is built like a tank. Spicy chocolaty black-plum and cassis flavors finish chewy and thick, with notes of mint and licorice. Drink through 2021.",92,65.0,Catalonia,Priorat,Carignan-Grenache,Vall Llach
US,"This blend of 71% Roussanne, 21% Grenache Blanc and 8% Picpoul Blanc offers cut Meyer lemon, tangerine and pink-grapefruit aromas on the nose, along with the promise of a creamy palate. Instead, the palate is quite tight and restrained, starting tart but opening toward lemon rinds and pear flesh, and wiping up clean on the finish.",90,45.0,California,Paso Robles,Rhône-style White Blend,Tablas Creek
France,"Begins with modest apple and nectarine scents, then delivers bland stone fruit flavors in a plump, low-acid format that's easy to drink, as long as it's well chilled. Shows the ripeness of the 2003 vintage, but lacks concentration.",84,10.0,Bordeaux,Bordeaux Blanc,Sauvignon Blanc-Semillon,J. D. Laurent
Spain,"A rewarding wine that isn't overly pricey or difficult to enjoy. Dark, lightly baked aromas hint at raisin and marshmallow, while the palate has a deep texture and vital acidity. Savory, tea-infused flavors bring pulse and kick, and as a whole it delivers a true reflection of what Ribera del Duero should be.",91,21.0,Northern Spain,Ribera del Duero,Tempranillo Blend,Bodegas y Viñedos Tábula
US,"The winery rarely produces single-vineyard bubblies, so when they do, it's because their team believes in the bottling. And when you taste this 100% Chardonnay, you understand why. It's dry and rich in acidity, with yeasty lees and toast that frame gorgeous tangerine, Meyer lemon, lime and vanilla bean flavors. The mousse is ultrarefined, making it great for drinking now. This sparking wine could age until at least 2024, gradually losing effervescence and primary fruit but gaining in subtlety.",96,70.0,California,Carneros,Sparkling Blend,Schramsberg
US,"Whatever the grape varieties in this wine are, and the winery doesn't identify them, they're of the full-bodied type, like Petite Sirah or Zinfandel. It's an easy-drinking wine, soft and rich in cherries. Good for everyday fare, like burgers and tacos.",84,13.0,California,California,Red Blend,Masked Rider
Italy,"Here's a bright and tonic Riserva Chianti (made with Sangiovese and smaller percentages of Colorino and Merlot) that opens with bright aromas of forest berry, river stone and dark chocolate. The wine offers good freshness and soft, tame tannins.",89,23.0,Tuscany,Chianti Colli Fiorentini,Sangiovese,Castello di Poppiano
France,"From vines on the cooler left bank of the Serein river, this wine offers notes of toast, spice and ripe yellow fruits cut by tense, zingy lemon zest. It is textured, tense and full of minerality. Drink from 2017.",90,45.0,Burgundy,Chablis,Chardonnay,Domaine Gérard Duplessis
US,"A hard wine to like. It's acidic and raisiny, and despite the official alcohol reading of 14.7%, tastes far higher, with a hot, chile pepper burn.",82,16.0,California,Shenandoah Valley (CA),Zinfandel,Amador Foothill Winery
US,"Strikes a nice balance of its parts, although it can't quite overcome its rustic nature. Dry and quite tannic, this Zin shows berry flavors with overtones of earth, coffee and tobacco.",84,14.0,California,Dry Creek Valley,Zinfandel,Martin Ray
US,"Here's a very dry, crisp and elegant PG, marked by its delicate flavors of citrus zest, flowers and minerals. It's really a clean, pure wine that shows off its cool-climate origins.",87,16.0,California,Edna Valley,Pinot Gris,Tolosa
US,"Here's a big, tough, tannic and dry wine, a classic example of a young Barbera that will live for decades. It will never be a great wine, but will soften and sweeten over many years, gradually yielding sweet dried fruit, flower and spice pleasantries.",87,24.0,California,Amador County,Barbera,Hatcher
France,"Ripely rich, this is full of soft fruit, with a dominant note of apricot. It has just a touch of spice to add piquancy, while the smooth texture is given a tight edge by a lemon juice flavor. An impressive wine that will age over the next 2–3 years.",89,24.0,Burgundy,Chablis,Chardonnay,Domaine Pommier
US,"A wisp of a wine, like Marilyn in her All About Eve years, before the buxom bravado kicked in. Clean, light in color, with an inviting floral aroma, this gentle wine is dry and delicious. Pair with shellfish and think of the star's more innocent years.",89,16.0,California,Lake County,Sauvignon Blanc,Marilyn Sauvignon Blonde
Italy,"This edition of Mater Matuta shows more sophistication and harmony and proves that this well-loved Syrah-Petit Verdot blend from Lazio benefits from two or three years of bottle aging. The wine is bold and ripe with raw fruit flavors and offers chewy, soft tannins on the close.",90,57.0,Central Italy,Lazio,Red Blend,Casale del Giglio
US,"This extremely sweet wine tastes of rich, seductive honey. The underlying fruit suggests extremely ripe apricots, peaches, pineapples and vanilla. It's all balanced with fine acidity.",90,45.0,California,California,Sauvignon Blanc-Semillon,Arger-Martucci
US,"This has flavors of oranges, Meyer lemons and tropical fruits, and there's a good burst of acidity that lends balance. The finish tastes a bit sweet. Pair this selection with Vietnamese, Chinese, Thai, Indian or Ethiopian dishes.",84,10.0,California,California,White Blend,Insomnia
US,"Wonderfully smooth in the mouth, all satin and velvet, and so dry and crisp, it makes your mouth water. Good flavors, too, suggesting freshly picked wild blackberries, anise and black pepper. There's just a trace of some unripe fruit, however, that turns vegetal. Drink now.",87,70.0,California,Howell Mountain,Syrah,Arkenstone
US,"Clean, crisp and stony aromas of lime zest, nectarine, peach blossom and chalk show on this brisk blend. There's lots of zing on the palate, with flavors of tangerine, lime and an array of citrus.",91,27.0,California,Paso Robles,Viognier-Grenache Blanc,Brecon Estate
France,"So smooth, this is a rich, grandiose wine. Although it is full of black currant fruits and spice flavors, the texture is most impressive. Dusty tannins are integrated with juicy fruits seamlessly. The purest fruit flavors are allied to linear tannins in a precise yet generous way. The wine is evolving beautifully, but do not drink before 2020.",96,105.0,Bordeaux,Pauillac,Bordeaux-style Red Blend,Château Pontet-Canet
Italy,"Made from Nebbiolo fruit from a hot vintage, this shows chewy fruit aromas of blackberry preserve and candied fruit. Background tones of leather and tobacco lend a soft, velvety feel to the finish.",89,72.0,Piedmont,Barolo,Nebbiolo,Parusso
Italy,"An organic and biodynamic Prosecco with extra green tones such as cut grass, kiwi, lime and some crushed stone. Polished and clean in the mouth, with noticeable acidity. Imported by Chartrand Imports.",87,12.0,Veneto,Prosecco di Valdobbiadene,Prosecco,Perlage
US,"This is a pretty Pinot that's light and silky on the palate, and comforting in its moderate alcohol and spicy, exotic flavors. It offers waves of wild forest berry pie, baking spice, sweet-and-sour persimmon and sandalwood flavors that are intriguingly complex. Absolutely delightful now.",92,49.0,California,Sonoma Coast,Pinot Noir,Williams Selyem
US,"Malvasia is an aromatic variety, like Riesling or Muscat. This wine is bone dry and brims with mouth-cleansing acidity. Flavorwise, it's all oranges and tangerines, with hints of honeysuckle and white pepper. There's something tangy and layered that makes it terrifically interesting. Try as a refreshing alternative to tart wines, like Sauvignon Blanc or Pinot Grigio.",90,15.0,California,Monterey,Malvasia Bianca,Birichino
France,"With some extra weight, this is a solid, red currant and berry driven wine. Its fruit is right up front, backed by a mineral acidity that cuts through the richness. It's definitely a food wine, and equally an impressive wine that needs to age for up to a year.",92,46.0,Provence,Bandol,Rosé,Domaines Ott
US,"Really delicious, a sweet, spicy, fruity wine that's like biting into a raspberry, roasted almond, vanilla and cinnamon granola candy bar. That's no insult. The wine is dry and wonderfully rich in smooth tannins, and enormously complex. Worthy of very fine steak, lamb, tuna and salmon entrees.",93,59.0,California,Santa Maria Valley,Pinot Noir,Testarossa
Argentina,"California winemaker Patrick Campbell makes this perfumed, unusual Chardonnay, which is challenged but ultimately proves its worth. While it's nothing like Burgundy or other varietally correct Chards, it does show sweet melon, mango and other candied flavors. More for those wanting a simple, sweeter style.",84,9.0,Mendoza Province,Mendoza,Chardonnay,Terra Buena
France,"A delicious cream and lemon Chardonnay. It is rich, while still presenting a more steely core that comes from the chalk soil. The wine finishes with more tropical fruit flavors, pineapple and yellow peaches.",88,29.0,Burgundy,Pouilly-Fuissé,Chardonnay,Domaine Delorme et Fils
Spain,"Despite basic strawberry and red licorice aromas, this wine is decidedly tart. It hits with snappy nectarine flavors and then turns citric and finishes up sour. Doesn't offer much rosé pleasure; makes you wonder what's the point.",81,11.0,Northern Spain,Vino de la Tierra de Castilla y León,Tempranillo,Rivera de Castilla
US,"Much different from last year's bottling, and better, but also more expensive. It's a big, rich, Rhônish Pinot that requires some age to calm down. Shows tannic flavors of cherries, blackberries, cola, anise, sassafras and sandalwood.",89,36.0,California,Sonoma Coast,Pinot Noir,Baker Lane
Spain,"Hard and earthy, with black fruit aromas that are big but closed. The palate is short, stocky and blocky, with mammoth but basic flavors that turn rubbery. Not much of a finish to speak of.",83,15.0,Northern Spain,Toro,Tinta de Toro,El Curato
US,"The wine is clean and fruity, with a rustic mouthfeel and a sugary sweet finish to the blackberry and coffee flavors. The sweetness accentuates the tough tannins.",82,14.0,California,Monterey,Merlot,Hahn
US,"A blend of 60% Montepulciano and 40% Sangiovese, this is a grippy, leathery wine, the fruit sourced from two different sites in the appellation. Black leather, baked and dried plum, and cherry combine on the palate with breadth and length, finishing as if dusted in cocoa.",90,38.0,California,Dry Creek Valley,Red Blend,Quivira
US,"Nice wine. Made from the area where Russian River Valley meets Alexander Valley, the wine shows warm-climate ripeness and cool-climate acidity. Bursts with juicy lime, fig and melon flavors leading to a dry, white peppery finish.",85,15.0,California,Sonoma County,Sauvignon Blanc,Praxis
Italy,"Aromatic herb, Spanish broom, ripe pear and toasted almond notes take center stage. The almond impression carries over to the firmly structured palate, adding interest to citrus zest and yellow apple flavors.",88,24.0,Northeastern Italy,Collio,Friulano,Ronco dei Tassi
US,Abundant dried and fresh herb aromas are followed by notes of black currant and blackberry. The palate brings full-feeling black-fruit flavors that provide instant appeal. It's a crowd pleaser.,90,15.0,Washington,Columbia Valley (WA),Cabernet Sauvignon,Substance
France,"Rich ruby in color, this firm, concentrated wine shows minerality and solid tannins. There is a sense of power in this black-currant- and black-cherry-flavored selection. Keep it for at least seven years.",90,24.0,Burgundy,Beaune,Pinot Noir,Domaine Champy
Australia,"Subtle aromas of grilled bread, citrus curd and peach set the stage for a plump, medium-bodied wine that boasts restrained flavors of white peach, pineapple and lime. Drink now–2016.",89,22.0,Western Australia,Great Southern,Chardonnay,Howard Park
France,"While showing some smoky wood, this wine is more about pure fruitiness with yellow fruit flavors given a crisper shot with acidity. Full-bodied and rich, the wine keeps a refreshing brightness. The aftertaste is crisp and fruity.",93,95.0,Burgundy,Meursault,Chardonnay,Bouchard Père & Fils
France,"An interesting Chard that offers quite sweet notes of stewed peaches, orange marmalade and overripe honeydew. Big and a bit clumsy in the mouth, more vibrancy and freshness is needed to keep things in better balance. However, if you like 'em sweeter, this one's for you.",84,12.0,Languedoc-Roussillon,Vin de Pays d'Oc,Chardonnay,Domaine de Guiot
US,"More California wineries should tinker with this Port variety. This wine is fruitily complex, with a medium body, silky texture and oodles of spice. While it's rustic, it shows real promise.",85,22.0,California,Lodi,Touriga Franca,Fenestra
Italy,"Here's a nicely aged red blend that boasts thick aromatic intensity and penetrating notes of ripe fruit, spice and loads of oak shadings in the form of vanilla bean and dark chocolate. The wine has a thick meaty quality, back by power and concentration and a chewy, syrupy consistency. You'll feel its weight on the palate.",91,24.0,Tuscany,Colli della Toscana Centrale,Red Blend,I Balzini
US,"A little spare in concentration, yet elegantly constructed, with vibrant acidity and some firm tannins framing pomegranate, sour-cherry candy, mushroom, baking spice and toast flavors.",89,69.0,California,Russian River Valley,Pinot Noir,Williams Selyem
France,"You can tell this is going to be sweet by its gold color. And there's no deception, except along with that sweetness there is a surprising (and delightful) freshness, which comes from sweet apple juice acidity. The toffee is more obvious than the honey, but this remains a fresh, vivid wine.",92,24.0,Loire Valley,Coteaux du Layon,Chenin Blanc,Domaine Philippe Delesvaux
US,"Clean and zesty, this is a nice cocktail sipper, with rich flavors of green apples, pineapples, peaches, apricots, vanilla and spice. The honeyed finish is brightened with crisp acidity.",85,9.0,California,California,Pinot Grigio,Fetzer
Italy,"Here's a simple, no-fuss Prosecco Extra Dry with an interesting herbal component that recalls dried oregano or hay. There's peach and citrus fruit at the back that is carried forward by spicy effervescence. The mouthfeel is thin and tonic.",84,12.0,Veneto,Prosecco di Conegliano e Valdobbiadene,Prosecco,Terra Serena
US,"A few years of bottle age have softened and mellowed this Chard, making it very nice for drinking now. It has lovely orange, Asian pear and mango flavors, with just the right touch of oak, and a rich, creamy mouthfeel.",89,30.0,California,Santa Maria Valley,Chardonnay,Kenneth Volk
France,"Finely balanced, this wine brings together rich, red fruits, a core of dry tannins and a delicious fresh acidity in a harmonious whole. Maybe that means its aging period will be short, but for drinking over the next 2–3 years, this is already very attractive.",92,75.0,Burgundy,Beaune,Pinot Noir,Albert Morot
US,"This wine has a restrained nose, featuring wooly aromas of leather, wild berry and cherry. The light- to medium-bodied palate has supple, fine-grained tannins, with light flavors of savory spice and grilled herb. A note of macerated strawberry lingers on the finish.",84,20.0,Virginia,Virginia,Petit Verdot,Chateau Morrisette
US,"The hope and prayer of this wine is that it will age, because right now it's kind of aggressive. The tannins are very strong and astringent, and they seem out of place with the ripe, jammy fruitiness you usually find in softer wines. May be better after a few years.",85,55.0,California,Paso Robles,Petite Sirah,EOS
Spain,"Rubbery, jammy and dark on the nose, then juicy, fresh and linear in the mouth. This is a racy wine courtesy of high-acid Graciano; it's punchy and offers bright red berry, plum, dill and vanilla flavors. Finishes with some fresh tang and black cherry tea notes.",87,18.0,Northern Spain,Navarra,Garnacha-Graciano,Ochoa
Italy,"A brilliantly luminous wine with an oddball aromatic offering that is lively and very interesting. There's freshly chopped parsley, honey, goat cheese and almond. It feels great and crisp in the mouth where it is less complex but very refreshing. Imported by 5 Star Importers.",87,24.0,Sicily & Sardinia,Vermentino di Gallura,Vermentino,Cantina del Vermentino
France,"Rieflé is one of the rare Alsace producers who indicates the sweetness and richness levels of their wine. This wine rates a level just below the median of the chart, a fair assessment of the medium-sweet taste, emphasizing the richness of the grape and giving flavors of lychee and spice.",87,24.0,Alsace,Alsace,Pinot Gris,Rieflé
Spain,"With the exact same rating as the awesome 2004, this new vintage of Aurus is an unbridled winner. It's a little creamy and sweet on first blush, but time and air reveals its darker, more serious side. Flavors of blackberry, barbecued beef and fudge tell all you need to know about ripeness and richness, and among the new classics of Rioja, Aurus is one of the leaders. Drink now and over the next three years. It's not really for long-term cellaring.",94,248.0,Northern Spain,Rioja,Tempranillo Blend,Finca Allende
Australia,"A great representative of Australian Grenache, with flavors of black fruit, road tar and raspberry liqueur fading to a palate of brambly fruit, all of which is couched in mocha and vanilla tones from toasty French oak. There's a bit of raspberry jam and a faint grip on the medium finish. Drink now.",89,25.0,South Australia,McLaren Vale,Grenache,Yangarra Estate Vineyard
US,"Superripe in the modern style, with blackberry, cherry, chocolate, anise, bacon and cedar flavors that are dry and complex. However, excessively high alcohol of 16.1% gives the wine a soft, glyceriney sweetness and heat that detract.",88,135.0,California,Napa Valley,Red Blend,Delectus
US,"If you like your Viogniers with flamboyant, in-your-face flavors, try this one. Honeysuckle, smoky peach pie, apricot and vanilla cream, pineapple custard, it goes on and on. There's some sweetness to the finish, with fortunate acidity to balance and cleanse.",86,20.0,California,Central Coast,Viognier,Bridlewood
Italy,"This easygoing red opens with delicate aromas of violet and red berry. The fresh, easy-drinking palate offers juicy wild cherry and a light note of white pepper alongside pliant tannins and bright acidity. It's made for sheer drinking pleasure so enjoy soon.",87,19.0,Tuscany,Chianti Classico,Red Blend,Casa Sola
France,"A deliciously refreshing wine that bursts with citrus freshness, rounded out by white currant and pear flavors. The wood hints are attractively subtle, giving a wine of poise, elegance. Age for six months for it to show at its best. Imported by Frederick Wildman & Sons, Ltd.",88,40.0,Burgundy,Mercurey,Chardonnay,Château de Chamirey
US,"Native yeast, weekly batinage (lees stirring) in 50% new barrels, and, most importantly, a superb vineyard—Stillwater Creek—make for the best Chardonnay yet from Sparkman. Yeasty and young, dense and loaded with fresh pear, toasted nuts and butter, this is seductive and immensely enjoyable.",92,25.0,Washington,Columbia Valley (WA),Chardonnay,Sparkman
US,"Very delicious, with the silky mouthfeel you want in a fine Pinot Noir. The flavors are cool-climate crisp, with raspberries, cherries and cola, balanced with subtle herbs and tobacco. Feels a bit direct and jammy in the mouth for development. Drink now.",88,65.0,California,Anderson Valley,Pinot Noir,Brogan
France,"92-94 Barrel sample. Spicy wood, ginger and nutmeg, balancing with solid textured black fruits. The wine is rich, a powerhouse of sweet tannins, finishing freshly with black currant juice",93,24.0,Bordeaux,Pessac-Léognan,Bordeaux-style Red Blend,Château la Garde
Italy,"Coffee, toasted hazelnut, espresso bean and vanilla ride in the forefront of black fruit and cherry. This is a bold, big and modern Barbera d'Alba with ripe fruit tones and soft wood nuances that help dull the grape's natural acidity.",89,24.0,Piedmont,Barbera d'Alba,Barbera,Rocche Costamagna
